Export Time, Export Time Seconds, Last Cycle Count
2022-Mar-18-14:17:52,1647631072,37844

IntID,WARNID,Warn Text,Source,Type,Class,Subclass,Annotation,Reboot Count,Reinit Count,Retry Count,Clear Count,Set,Cleared,Elapsed,Response Time,Temperature,E10 Mode,OpMode,Station Mode,Tester Mode,Air P Low,Part Count,Cycle Count,User ID,Handler ID,Site ID
236,14104,WARNING14104-Boat Chamber will reach temperature more quickly; if the handler is started.,SC1_Handler:Boat_Xport,0,0,Other,0,0,0,0,0,15:22:32 20-Jan-2022,17:09:18 20-Jan-2022,01:46:46,2332,-45.0,Standby,Initializing,1,1,0,0,10460,NA,MTX-A07,
237,9001,WARNING9001-*Configuration Validation Rule Violation has occurred.,Machine:UI,0,Assist,Other,0,0,0,0,2,17:09:25 20-Jan-2022,20:01:46 20-Jan-2022,02:52:21,10269,25.0,Standby,Initializing,1,1,0,0,10460,5,MTX-A07,
238,14104,WARNING14104-Boat Chamber will reach temperature more quickly; if the handler is started.,SC1_Handler:Boat_Xport,0,0,Other,0,0,0,0,0,20:00:34 20-Jan-2022,20:01:51 20-Jan-2022,00:01:17,0,50.0,Standby,Initializing,1,1,0,0,10460,NA,MTX-A07,
239,4397,WARNING4397-Non Responsive Zones Detected Right_TS_1A. Closing Main LN2 valve.,SC1_Handler:TCS,0,Assist,Other,0,0,0,1,0,20:05:41 20-Jan-2022,20:07:41 20-Jan-2022,00:02:00,165,50.0,Standby,Initializing,1,1,0,0,10460,5,MTX-A07,
240,14104,WARNING14104-Boat Chamber will reach temperature more quickly; if the handler is started.,SC1_Handler:Boat_Xport,0,0,Other,0,0,0,0,0,20:08:16 20-Jan-2022,20:08:32 20-Jan-2022,00:00:16,10,-40.0,Standby,Initializing,1,1,0,0,10460,NA,MTX-A07,
241,14104,WARNING14104-Boat Chamber will reach temperature more quickly; if the handler is started.,SC1_Handler:Boat_Xport,0,0,Other,0,0,0,0,0,20:09:53 20-Jan-2022,20:10:00 20-Jan-2022,00:00:07,3383,-40.0,Standby,Initializing,1,1,0,0,10460,NA,MTX-A07,
242,14104,WARNING14104-Boat Chamber will reach temperature more quickly; if the handler is started.,SC1_Handler:Boat_Xport,0,0,Other,0,0,0,0,0,21:06:16 20-Jan-2022,21:07:46 20-Jan-2022,00:01:30,81,25.0,Standby,Running,1,1,0,0,10460,NA,MTX-A07,
243,6452,WARNING6452-Partial Input Tray Detected at Input TPS2; Please confirm and Clear; or Retry as required.,SC1_Handler:PnP_Input,0,Assist,Other,0,0,0,0,1,22:27:02 20-Jan-2022,22:54:48 20-Jan-2022,00:27:46,3584,25.0,Standby,Running,1,1,0,0,10667,5,MTX-A07,
244,14104,WARNING14104-Boat Chamber will reach temperature more quickly; if the handler is started.,SC1_Handler:Boat_Xport,0,0,Other,0,0,0,0,0,23:26:46 20-Jan-2022,23:27:31 20-Jan-2022,00:00:45,2211,-45.0,Standby,Running,1,1,0,0,10838,NA,MTX-A07,
245,6452,WARNING6452-Partial Input Tray Detected at Input TPS2; Please confirm and Clear; or Retry as required.,SC1_Handler:PnP_Input,0,Assist,Other,0,0,0,0,1,00:03:37 21-Jan-2022,00:04:33 21-Jan-2022,00:00:56,8336,-45.0,Standby,Running,1,1,0,0,10838,5,MTX-A07,
246,6452,WARNING6452-Partial Input Tray Detected at Input TPS2; Please confirm and Clear; or Retry as required.,SC1_Handler:PnP_Input,0,Assist,Other,0,0,0,0,1,02:22:33 21-Jan-2022,02:23:41 21-Jan-2022,00:01:08,722,-45.0,Standby,Running,1,1,0,0,11216,5,MTX-A07,
247,14104,WARNING14104-Boat Chamber will reach temperature more quickly; if the handler is started.,SC1_Handler:Boat_Xport,0,0,Other,0,0,0,0,0,02:34:35 21-Jan-2022,02:36:50 21-Jan-2022,00:02:15,3919,0.0,Standby,Running,1,1,0,0,11223,NA,MTX-A07,
248,6452,WARNING6452-Partial Input Tray Detected at Input TPS2; Please confirm and Clear; or Retry as required.,SC1_Handler:PnP_Input,0,Assist,Other,0,0,0,0,1,03:39:54 21-Jan-2022,03:48:55 21-Jan-2022,00:09:01,1285,25.0,Standby,Running,1,1,0,0,11439,5,MTX-A07,
249,6452,WARNING6452-Partial Input Tray Detected at Input TPS2; Please confirm and Clear; or Retry as required.,SC1_Handler:PnP_Input,0,Assist,Other,0,0,0,0,1,04:01:19 21-Jan-2022,04:01:26 21-Jan-2022,00:00:07,24683,25.0,Standby,Running,1,1,0,0,11604,5,MTX-A07,
250,14104,WARNING14104-Boat Chamber will reach temperature more quickly; if the handler is started.,SC1_Handler:Boat_Xport,0,0,Other,0,0,0,0,0,10:18:58 21-Jan-2022,10:19:23 21-Jan-2022,00:00:25,2024,25.0,Standby,Running,1,1,0,0,11605,NA,MTX-A07,
251,6452,WARNING6452-Partial Input Tray Detected at Input TPS2; Please confirm and Clear; or Retry as required.,SC1_Handler:PnP_Input,0,Assist,Other,0,0,0,0,1,10:52:42 21-Jan-2022,11:17:37 21-Jan-2022,00:24:55,10317,-45.0,Standby,Running,1,1,0,0,11605,5,MTX-A07,
252,14104,WARNING14104-Boat Chamber will reach temperature more quickly; if the handler is started.,SC1_Handler:Boat_Xport,0,0,Other,0,0,0,0,0,13:04:43 21-Jan-2022,13:06:10 21-Jan-2022,00:01:27,2396,130.0,Standby,Running,1,1,0,0,11605,NA,MTX-A07,
253,4300,WARNING4300-Upper_Chamber  has invalid configuration data.,SC1_Handler:TCS,0,0,Other,0,0,0,0,0,13:42:50 21-Jan-2022,13:42:52 21-Jan-2022,00:00:02,109,130.0,Standby,Initializing,1,1,0,0,11605,NA,MTX-A07,
254,9001,WARNING9001-*Configuration Validation Rule Violation has occurred.,Machine:UI,0,0,Other,0,0,0,0,0,13:42:52 21-Jan-2022,13:42:55 21-Jan-2022,00:00:03,107,130.0,Unknown,Initializing,1,1,0,0,11605,NA,MTX-A07,
255,10062,WARNING10062-Output_Ion Ionizers are off,SC1_Handler:MC,0,0,Other,0,0,0,0,0,13:44:39 21-Jan-2022,13:45:11 21-Jan-2022,00:00:32,263,130.0,Unknown,Initializing,1,1,0,0,11605,NA,MTX-A07,
256,10063,WARNING10063-Testsite_Ion Ionizers are off,SC1_Handler:MC,0,0,Other,0,0,0,0,0,13:44:39 21-Jan-2022,13:45:11 21-Jan-2022,00:00:32,263,130.0,Unknown,Initializing,1,1,0,0,11605,NA,MTX-A07,
257,10061,WARNING10061-Input_Ion Ionizers are off,SC1_Handler:MC,0,0,Other,0,0,0,0,0,13:44:39 21-Jan-2022,13:45:11 21-Jan-2022,00:00:32,263,130.0,Unknown,Initializing,1,1,0,0,11605,NA,MTX-A07,
258,6452,WARNING6452-Partial Input Tray Detected at Input TPS2; Please confirm and Clear; or Retry as required.,SC1_Handler:PnP_Input,0,Assist,Other,0,0,0,0,1,14:06:19 21-Jan-2022,14:06:22 21-Jan-2022,00:00:03,5345,130.0,Unknown,Running,1,1,0,0,11605,5,MTX-A07,
259,6452,WARNING6452-Partial Input Tray Detected at Input TPS2; Please confirm and Clear; or Retry as required.,SC1_Handler:PnP_Input,0,Assist,Other,0,0,0,0,1,15:35:24 21-Jan-2022,15:35:31 21-Jan-2022,00:00:07,11299,130.0,Unknown,Running,1,1,0,0,11605,5,MTX-A07,
260,14104,WARNING14104-Boat Chamber will reach temperature more quickly; if the handler is started.,SC1_Handler:Boat_Xport,0,0,Other,0,0,0,0,0,18:52:59 21-Jan-2022,18:53:33 21-Jan-2022,00:00:34,6528,-45.0,Unknown,Running,1,1,0,0,11605,NA,MTX-A07,
261,6452,WARNING6452-Partial Input Tray Detected at Input TPS2; Please confirm and Clear; or Retry as required.,SC1_Handler:PnP_Input,0,Assist,Other,0,0,0,0,1,20:41:47 21-Jan-2022,20:42:13 21-Jan-2022,00:00:26,794,-45.0,Unknown,Running,1,1,0,0,11605,5,MTX-A07,
262,12902,WARNING12902-A device is being tested. Do you want to stop? 
 Yes - Stop immediately; test will fail. 
 No - Do not stop.  
 Cancel - Stop after test,SC1_Handler:Ts_Coord,0,0,Other,0,0,0,0,0,20:55:01 21-Jan-2022,20:55:07 21-Jan-2022,00:00:06,101,-45.0,Unknown,Running,1,1,0,0,11668,NA,MTX-A07,
263,12902,WARNING12902-A device is being tested. Do you want to stop? 
 Yes - Stop immediately; test will fail. 
 No - Do not stop.  
 Cancel - Stop after test,SC1_Handler:Ts_Coord,0,0,Other,0,0,0,0,0,20:56:42 21-Jan-2022,20:56:44 21-Jan-2022,00:00:02,18158,-45.0,Unknown,Running,1,1,0,0,11673,NA,MTX-A07,
264,6452,WARNING6452-Partial Input Tray Detected at Input TPS2; Please confirm and Clear; or Retry as required.,SC1_Handler:PnP_Input,0,Assist,Other,0,0,0,0,1,01:59:20 22-Jan-2022,02:00:41 22-Jan-2022,00:01:21,4835,-45.0,Unknown,Running,1,1,0,0,11994,5,MTX-A07,
265,14104,WARNING14104-Boat Chamber will reach temperature more quickly; if the handler is started.,SC1_Handler:Boat_Xport,0,0,Other,0,0,0,0,0,03:19:55 22-Jan-2022,03:21:19 22-Jan-2022,00:01:24,6598,130.0,Unknown,Running,1,1,0,0,12072,NA,MTX-A07,
266,6452,WARNING6452-Partial Input Tray Detected at Input TPS2; Please confirm and Clear; or Retry as required.,SC1_Handler:PnP_Input,0,Assist,Other,0,0,0,0,1,05:09:53 22-Jan-2022,05:10:33 22-Jan-2022,00:00:40,20949,130.0,Unknown,Running,1,1,0,0,12072,5,MTX-A07,
267,14104,WARNING14104-Boat Chamber will reach temperature more quickly; if the handler is started.,SC1_Handler:Boat_Xport,0,0,Other,0,0,0,0,0,10:59:02 22-Jan-2022,12:09:24 22-Jan-2022,01:10:22,4591,25.0,Unknown,Running,1,1,0,0,12461,NA,MTX-A07,
268,6452,WARNING6452-Partial Input Tray Detected at Input TPS2; Please confirm and Clear; or Retry as required.,SC1_Handler:PnP_Input,0,Assist,Other,0,0,0,0,1,12:15:33 22-Jan-2022,12:27:13 22-Jan-2022,00:11:40,26353,25.0,Unknown,Running,1,1,0,0,12461,5,MTX-A07,
269,6452,WARNING6452-Partial Input Tray Detected at Input TPS2; Please confirm and Clear; or Retry as required.,SC1_Handler:PnP_Input,0,Assist,Other,0,0,0,0,1,19:34:46 22-Jan-2022,19:41:31 22-Jan-2022,00:06:45,6593,25.0,Unknown,Running,1,1,0,0,12850,5,MTX-A07,
270,6452,WARNING6452-Partial Input Tray Detected at Input TPS2; Please confirm and Clear; or Retry as required.,SC1_Handler:PnP_Input,0,Assist,Other,0,0,0,0,1,21:24:39 22-Jan-2022,21:24:49 22-Jan-2022,00:00:10,4449,25.0,Unknown,Running,1,1,0,0,13239,5,MTX-A07,
271,14104,WARNING14104-Boat Chamber will reach temperature more quickly; if the handler is started.,SC1_Handler:Boat_Xport,0,0,Other,0,0,0,0,0,22:38:48 22-Jan-2022,22:40:57 22-Jan-2022,00:02:09,0,-45.0,Unknown,Running,1,1,0,0,13240,NA,MTX-A07,
272,4437,WARNING4437-Zone Left_Desoak_Shuttle is taking too long to reach setpoint.,SC1_Handler:TCS,0,0,Other,0,0,0,0,0,22:38:53 22-Jan-2022,22:40:57 22-Jan-2022,00:02:04,6763,-45.0,Unknown,Running,1,1,0,0,13240,NA,MTX-A07,
273,4438,WARNING4438-Zone Right_Desoak_Shuttle is taking too long to reach setpoint.,SC1_Handler:TCS,0,0,Other,0,0,0,0,0,22:39:03 22-Jan-2022,22:40:56 22-Jan-2022,00:01:53,6753,-45.0,Unknown,Running,1,1,0,0,13240,NA,MTX-A07,
274,6452,WARNING6452-Partial Input Tray Detected at Input TPS2; Please confirm and Clear; or Retry as required.,SC1_Handler:PnP_Input,0,Assist,Other,0,0,0,0,1,00:31:36 23-Jan-2022,00:31:55 23-Jan-2022,00:00:19,6321,-45.0,Unknown,Running,1,1,0,0,13240,5,MTX-A07,
275,6452,WARNING6452-Partial Input Tray Detected at Input TPS2; Please confirm and Clear; or Retry as required.,SC1_Handler:PnP_Input,0,Assist,Other,0,0,0,0,1,02:16:57 23-Jan-2022,02:17:33 23-Jan-2022,00:00:36,740,-45.0,Unknown,Running,1,1,0,0,13622,5,MTX-A07,
276,14104,WARNING14104-Boat Chamber will reach temperature more quickly; if the handler is started.,SC1_Handler:Boat_Xport,0,0,Other,0,0,0,0,0,02:29:17 23-Jan-2022,02:45:10 23-Jan-2022,00:15:53,0,0.0,Unknown,Running,1,1,0,0,13629,NA,MTX-A07,
277,4407,WARNING4407-Zone Left_TS_4A is taking too long to reach setpoint.,SC1_Handler:TCS,0,0,Other,0,0,0,0,0,02:45:27 23-Jan-2022,02:45:45 23-Jan-2022,00:00:18,8326,25.0,Unknown,Initializing,1,1,0,0,13629,NA,MTX-A07,
278,4413,WARNING4413-Zone Left_TS_2B is taking too long to reach setpoint.,SC1_Handler:TCS,0,0,Other,0,0,0,0,0,02:45:27 23-Jan-2022,02:45:45 23-Jan-2022,00:00:18,8326,25.0,Unknown,Initializing,1,1,0,0,13629,NA,MTX-A07,
279,4418,WARNING4418-Zone Right_TS_3B is taking too long to reach setpoint.,SC1_Handler:TCS,0,0,Other,0,0,0,0,0,02:45:27 23-Jan-2022,02:45:45 23-Jan-2022,00:00:18,8326,25.0,Unknown,Initializing,1,1,0,0,13629,NA,MTX-A07,
280,4404,WARNING4404-Zone Left_TS_1A is taking too long to reach setpoint.,SC1_Handler:TCS,0,0,Other,0,0,0,0,0,02:45:27 23-Jan-2022,02:45:45 23-Jan-2022,00:00:18,8326,25.0,Unknown,Initializing,1,1,0,0,13629,NA,MTX-A07,
281,4414,WARNING4414-Zone Left_TS_3B is taking too long to reach setpoint.,SC1_Handler:TCS,0,0,Other,0,0,0,0,0,02:45:27 23-Jan-2022,02:45:45 23-Jan-2022,00:00:18,8326,25.0,Unknown,Initializing,1,1,0,0,13629,NA,MTX-A07,
282,4419,WARNING4419-Zone Right_TS_4B is taking too long to reach setpoint.,SC1_Handler:TCS,0,0,Other,0,0,0,0,0,02:45:27 23-Jan-2022,02:45:45 23-Jan-2022,00:00:18,8326,25.0,Unknown,Initializing,1,1,0,0,13629,NA,MTX-A07,
283,4405,WARNING4405-Zone Left_TS_2A is taking too long to reach setpoint.,SC1_Handler:TCS,0,0,Other,0,0,0,0,0,02:45:27 23-Jan-2022,02:45:46 23-Jan-2022,00:00:19,8326,25.0,Unknown,Initializing,1,1,0,0,13629,NA,MTX-A07,
284,4415,WARNING4415-Zone Left_TS_4B is taking too long to reach setpoint.,SC1_Handler:TCS,0,0,Other,0,0,0,0,0,02:45:28 23-Jan-2022,02:45:46 23-Jan-2022,00:00:18,8325,25.0,Unknown,Initializing,1,1,0,0,13629,NA,MTX-A07,
285,4417,WARNING4417-Zone Right_TS_2B is taking too long to reach setpoint.,SC1_Handler:TCS,0,0,Other,0,0,0,0,0,02:45:28 23-Jan-2022,02:45:46 23-Jan-2022,00:00:18,8325,25.0,Unknown,Initializing,1,1,0,0,13629,NA,MTX-A07,
286,4406,WARNING4406-Zone Left_TS_3A is taking too long to reach setpoint.,SC1_Handler:TCS,0,0,Other,0,0,0,0,0,02:45:28 23-Jan-2022,02:45:44 23-Jan-2022,00:00:16,8325,25.0,Unknown,Initializing,1,1,0,0,13629,NA,MTX-A07,
287,4408,WARNING4408-Zone Right_TS_1A is taking too long to reach setpoint.,SC1_Handler:TCS,0,0,Other,0,0,0,0,0,02:45:28 23-Jan-2022,02:45:45 23-Jan-2022,00:00:17,8325,25.0,Unknown,Initializing,1,1,0,0,13629,NA,MTX-A07,
288,4411,WARNING4411-Zone Right_TS_4A is taking too long to reach setpoint.,SC1_Handler:TCS,0,0,Other,0,0,0,0,0,02:45:28 23-Jan-2022,02:45:45 23-Jan-2022,00:00:17,8325,25.0,Unknown,Initializing,1,1,0,0,13629,NA,MTX-A07,
289,4412,WARNING4412-Zone Left_TS_1B is taking too long to reach setpoint.,SC1_Handler:TCS,0,0,Other,0,0,0,0,0,02:45:28 23-Jan-2022,02:45:45 23-Jan-2022,00:00:17,8325,25.0,Unknown,Initializing,1,1,0,0,13629,NA,MTX-A07,
290,6452,WARNING6452-Partial Input Tray Detected at Input TPS2; Please confirm and Clear; or Retry as required.,SC1_Handler:PnP_Input,0,Assist,Other,0,0,0,0,1,05:04:13 23-Jan-2022,05:05:00 23-Jan-2022,00:00:47,48437,25.0,Unknown,Running,1,1,0,0,13629,5,MTX-A07,
291,14104,WARNING14104-Boat Chamber will reach temperature more quickly; if the handler is started.,SC1_Handler:Boat_Xport,0,0,Other,0,0,0,0,0,06:32:53 23-Jan-2022,18:33:28 23-Jan-2022,12:00:35,43117,50.0,Unknown,Running,1,1,0,0,14011,NA,MTX-A07,
292,4412,WARNING4412-Zone Left_TS_1B is taking too long to reach setpoint.,SC1_Handler:TCS,0,0,Other,0,0,0,0,0,18:31:30 23-Jan-2022,18:33:27 23-Jan-2022,00:01:57,0,-45.0,Unknown,Running,1,1,0,0,14011,NA,MTX-A07,
293,4418,WARNING4418-Zone Right_TS_3B is taking too long to reach setpoint.,SC1_Handler:TCS,0,0,Other,0,0,0,0,0,18:31:30 23-Jan-2022,18:33:27 23-Jan-2022,00:01:57,2919,-45.0,Unknown,Running,1,1,0,0,14011,NA,MTX-A07,
294,4406,WARNING4406-Zone Left_TS_3A is taking too long to reach setpoint.,SC1_Handler:TCS,0,0,Other,0,0,0,0,0,18:31:31 23-Jan-2022,18:33:27 23-Jan-2022,00:01:56,2918,-45.0,Unknown,Running,1,1,0,0,14011,NA,MTX-A07,
295,4419,WARNING4419-Zone Right_TS_4B is taking too long to reach setpoint.,SC1_Handler:TCS,0,0,Other,0,0,0,0,0,18:31:31 23-Jan-2022,18:33:26 23-Jan-2022,00:01:55,2918,-45.0,Unknown,Running,1,1,0,0,14011,NA,MTX-A07,
296,4404,WARNING4404-Zone Left_TS_1A is taking too long to reach setpoint.,SC1_Handler:TCS,0,0,Other,0,0,0,0,0,18:31:31 23-Jan-2022,18:33:28 23-Jan-2022,00:01:57,2918,-45.0,Unknown,Running,1,1,0,0,14011,NA,MTX-A07,
297,4407,WARNING4407-Zone Left_TS_4A is taking too long to reach setpoint.,SC1_Handler:TCS,0,0,Other,0,0,0,0,0,18:31:31 23-Jan-2022,18:33:27 23-Jan-2022,00:01:56,2918,-45.0,Unknown,Running,1,1,0,0,14011,NA,MTX-A07,
298,4411,WARNING4411-Zone Right_TS_4A is taking too long to reach setpoint.,SC1_Handler:TCS,0,0,Other,0,0,0,0,0,18:31:32 23-Jan-2022,18:33:27 23-Jan-2022,00:01:55,2917,-45.0,Unknown,Running,1,1,0,0,14011,NA,MTX-A07,
299,4414,WARNING4414-Zone Left_TS_3B is taking too long to reach setpoint.,SC1_Handler:TCS,0,0,Other,0,0,0,0,0,18:31:32 23-Jan-2022,18:33:27 23-Jan-2022,00:01:55,2917,-45.0,Unknown,Running,1,1,0,0,14011,NA,MTX-A07,
300,4417,WARNING4417-Zone Right_TS_2B is taking too long to reach setpoint.,SC1_Handler:TCS,0,0,Other,0,0,0,0,0,18:31:32 23-Jan-2022,18:33:27 23-Jan-2022,00:01:55,2917,-45.0,Unknown,Running,1,1,0,0,14011,NA,MTX-A07,
301,6452,WARNING6452-Partial Input Tray Detected at Input TPS2; Please confirm and Clear; or Retry as required.,SC1_Handler:PnP_Input,0,Assist,Other,0,0,0,0,1,19:20:09 23-Jan-2022,19:20:15 23-Jan-2022,00:00:06,6536,-45.0,Unknown,Running,1,1,0,0,14011,5,MTX-A07,
302,6452,WARNING6452-Partial Input Tray Detected at Input TPS2; Please confirm and Clear; or Retry as required.,SC1_Handler:PnP_Input,0,Assist,Other,0,0,0,0,1,21:09:05 23-Jan-2022,21:12:14 23-Jan-2022,00:03:09,1727,-45.0,Unknown,Running,1,1,0,0,14393,5,MTX-A07,
303,6452,WARNING6452-Partial Input Tray Detected at Input TPS2; Please confirm and Clear; or Retry as required.,SC1_Handler:PnP_Input,0,Assist,Other,0,0,0,0,1,21:37:52 23-Jan-2022,21:38:10 23-Jan-2022,00:00:18,9156,-45.0,Unknown,Running,1,1,0,0,14395,5,MTX-A07,
304,6452,WARNING6452-Partial Input Tray Detected at Input TPS2; Please confirm and Clear; or Retry as required.,SC1_Handler:PnP_Input,0,Assist,Other,0,0,0,0,1,00:10:28 24-Jan-2022,00:10:31 24-Jan-2022,00:00:03,1097,-45.0,Unknown,Running,1,1,0,0,14777,5,MTX-A07,
305,6452,WARNING6452-Partial Input Tray Detected at Input TPS2; Please confirm and Clear; or Retry as required.,SC1_Handler:PnP_Input,0,Assist,Other,0,0,0,0,1,00:28:45 24-Jan-2022,00:29:27 24-Jan-2022,00:00:42,5231,-45.0,Unknown,Running,1,1,0,0,14779,5,MTX-A07,
306,6452,WARNING6452-Partial Input Tray Detected at Input TPS2; Please confirm and Clear; or Retry as required.,SC1_Handler:PnP_Input,0,Assist,Other,0,0,0,0,1,01:55:56 24-Jan-2022,01:57:16 24-Jan-2022,00:01:20,1999,-45.0,Unknown,Running,1,1,0,0,15161,5,MTX-A07,
307,6452,WARNING6452-Partial Input Tray Detected at Input TPS2; Please confirm and Clear; or Retry as required.,SC1_Handler:PnP_Input,0,Assist,Other,0,0,0,0,1,02:29:15 24-Jan-2022,02:31:32 24-Jan-2022,00:02:17,56800,-45.0,Unknown,Running,1,1,0,0,15165,5,MTX-A07,
308,14104,WARNING14104-Boat Chamber will reach temperature more quickly; if the handler is started.,SC1_Handler:Boat_Xport,0,0,Other,0,0,0,0,0,02:57:27 24-Jan-2022,02:57:38 24-Jan-2022,00:00:11,55108,-45.0,Unknown,Running,1,1,0,0,15166,NA,MTX-A07,
309,14104,WARNING14104-Boat Chamber will reach temperature more quickly; if the handler is started.,SC1_Handler:Boat_Xport,0,0,Other,0,0,0,0,0,10:59:55 24-Jan-2022,11:04:27 24-Jan-2022,00:04:32,26160,50.0,Unknown,Running,1,1,0,0,15166,NA,MTX-A07,
310,6452,WARNING6452-Partial Input Tray Detected at Input TPS2; Please confirm and Clear; or Retry as required.,SC1_Handler:PnP_Input,0,0,Other,0,0,0,0,0,11:16:49 24-Jan-2022,11:16:54 24-Jan-2022,00:00:05,25146,25.0,Unknown,Running,1,1,0,0,15166,NA,MTX-A07,
311,6452,WARNING6452-Partial Input Tray Detected at Input TPS2; Please confirm and Clear; or Retry as required.,SC1_Handler:PnP_Input,0,0,Other,0,0,0,0,0,13:32:30 24-Jan-2022,13:32:36 24-Jan-2022,00:00:06,17005,25.0,Unknown,Running,1,1,0,0,15166,NA,MTX-A07,
312,6452,WARNING6452-Partial Input Tray Detected at Input TPS2; Please confirm and Clear; or Retry as required.,SC1_Handler:PnP_Input,0,Assist,Other,0,0,0,0,1,18:28:54 24-Jan-2022,18:30:14 24-Jan-2022,00:01:20,11421,25.0,Unknown,Running,1,1,0,0,15166,5,MTX-A07,
313,6452,WARNING6452-Partial Input Tray Detected at Input TPS2; Please confirm and Clear; or Retry as required.,SC1_Handler:PnP_Input,0,Assist,Other,0,0,0,0,1,21:39:15 24-Jan-2022,21:39:23 24-Jan-2022,00:00:08,120595,25.0,Unknown,Running,1,1,0,0,15166,5,MTX-A07,
314,14104,WARNING14104-Boat Chamber will reach temperature more quickly; if the handler is started.,SC1_Handler:Boat_Xport,0,0,Other,0,0,0,0,0,22:32:33 24-Jan-2022,22:32:39 24-Jan-2022,00:00:06,117397,50.0,Unknown,Running,1,1,0,0,15544,NA,MTX-A07,
315,10062,WARNING10062-Output_Ion Ionizers are off,SC1_Handler:MC,0,0,Other,0,0,0,0,0,07:07:21 26-Jan-2022,07:07:34 26-Jan-2022,00:00:13,109,50.0,Unknown,Running,1,1,0,0,15544,NA,MTX-A07,
316,10063,WARNING10063-Testsite_Ion Ionizers are off,SC1_Handler:MC,0,0,Other,0,0,0,0,0,07:07:22 26-Jan-2022,07:07:34 26-Jan-2022,00:00:12,108,50.0,Unknown,Running,1,1,0,0,15544,NA,MTX-A07,
317,10061,WARNING10061-Input_Ion Ionizers are off,SC1_Handler:MC,0,0,Other,0,0,0,0,0,07:07:22 26-Jan-2022,07:07:34 26-Jan-2022,00:00:12,108,50.0,Unknown,Running,1,1,0,0,15544,NA,MTX-A07,
318,10062,WARNING10062-Output_Ion Ionizers are off,SC1_Handler:MC,0,0,Other,0,0,0,0,0,07:08:42 26-Jan-2022,07:09:29 26-Jan-2022,00:00:47,28,50.0,Unknown,Running,1,1,0,0,15544,NA,MTX-A07,
319,10063,WARNING10063-Testsite_Ion Ionizers are off,SC1_Handler:MC,0,0,Other,0,0,0,0,0,07:08:42 26-Jan-2022,07:09:29 26-Jan-2022,00:00:47,28,50.0,Unknown,Running,1,1,0,0,15544,NA,MTX-A07,
320,10061,WARNING10061-Input_Ion Ionizers are off,SC1_Handler:MC,0,0,Other,0,0,0,0,0,07:08:42 26-Jan-2022,07:09:29 26-Jan-2022,00:00:47,28,50.0,Unknown,Running,1,1,0,0,15544,NA,MTX-A07,
321,12731,WARNING12731-Transition Sensor Blocked; Contactor move prohibited.,SC1_Handler:Ts_Contactor,0,Assist,Other,0,0,0,1,0,07:09:09 26-Jan-2022,07:09:51 26-Jan-2022,00:00:42,31871,50.0,Engineering,Diag_Recovery,1,1,0,0,15544,5,MTX-A07,
322,14104,WARNING14104-Boat Chamber will reach temperature more quickly; if the handler is started.,SC1_Handler:Boat_Xport,0,0,Other,0,0,0,0,0,07:10:48 26-Jan-2022,07:37:28 26-Jan-2022,00:26:40,31772,-45.0,Engineering,Running,1,1,0,0,15544,NA,MTX-A07,
323,6452,WARNING6452-Partial Input Tray Detected at Input TPS2; Please confirm and Clear; or Retry as required.,SC1_Handler:PnP_Input,0,0,Other,0,0,0,0,0,07:49:15 26-Jan-2022,07:49:20 26-Jan-2022,00:00:05,29465,-45.0,Engineering,Running,1,1,0,0,15544,NA,MTX-A07,
324,6452,WARNING6452-Partial Input Tray Detected at Input TPS2; Please confirm and Clear; or Retry as required.,SC1_Handler:PnP_Input,0,Assist,Other,0,0,0,0,1,16:00:20 26-Jan-2022,16:05:22 26-Jan-2022,00:05:02,17727,-45.0,Engineering,Running,1,1,0,0,15544,5,MTX-A07,
325,14104,WARNING14104-Boat Chamber will reach temperature more quickly; if the handler is started.,SC1_Handler:Boat_Xport,0,0,Other,0,0,0,0,0,20:06:47 26-Jan-2022,20:23:31 26-Jan-2022,00:16:44,2940,90.0,Engineering,Running,1,1,0,0,15544,NA,MTX-A07,
326,6452,WARNING6452-Partial Input Tray Detected at Input TPS2; Please confirm and Clear; or Retry as required.,SC1_Handler:PnP_Input,0,Assist,Other,0,0,0,0,1,20:55:47 26-Jan-2022,20:57:47 26-Jan-2022,00:02:00,4383,25.0,Engineering,Running,1,1,0,0,15544,5,MTX-A07,
327,6452,WARNING6452-Partial Input Tray Detected at Input TPS2; Please confirm and Clear; or Retry as required.,SC1_Handler:PnP_Input,0,Assist,Other,0,0,0,1,1,22:08:50 26-Jan-2022,22:11:34 26-Jan-2022,00:02:44,147,25.0,Engineering,Running,1,1,0,0,15554,5,MTX-A07,
328,6452,WARNING6452-Partial Input Tray Detected at Input TPS2; Please confirm and Clear; or Retry as required.,SC1_Handler:PnP_Input,0,Assist,Other,0,0,0,0,1,22:27:59 26-Jan-2022,22:30:21 26-Jan-2022,00:02:22,1542,25.0,Engineering,Running,1,1,0,0,15564,5,MTX-A07,
329,6452,WARNING6452-Partial Input Tray Detected at Input TPS2; Please confirm and Clear; or Retry as required.,SC1_Handler:PnP_Input,0,Assist,Other,0,0,0,0,1,22:53:41 26-Jan-2022,22:55:14 26-Jan-2022,00:01:33,1006,25.0,Engineering,Running,1,1,0,0,15574,5,MTX-A07,
