Export Time, Export Time Seconds, Last Cycle Count
2022-Mar-18-14:17:52,1647631072,37844

IntID,WARNID,Warn Text,Source,Type,Class,Subclass,Annotation,Reboot Count,Reinit Count,Retry Count,Clear Count,Set,Cleared,Elapsed,Response Time,Temperature,E10 Mode,OpMode,Station Mode,Tester Mode,Air P Low,Part Count,Cycle Count,User ID,Handler ID,Site ID
487,14104,WARNING14104-Boat Chamber will reach temperature more quickly; if the handler is started.,SC1_Handler:Boat_Xport,0,0,Other,0,0,0,0,0,20:19:46 10-Feb-2022,20:20:51 10-Feb-2022,00:01:05,13,50.0,Productive,Uninit,1,1,0,0,20264,NA,MTX-A07,
488,4347,WARNING4347-Right_Ts_Cold_Gas  too cold. Check thermal air supply and pressure,SC1_Handler:TCS,0,0,Other,0,0,0,0,0,20:29:03 10-Feb-2022,20:52:00 10-Feb-2022,00:22:57,197958,50.0,Productive,Running,1,1,0,0,20264,NA,MTX-A07,
489,10062,WARNING10062-Output_Ion Ionizers are off,SC1_Handler:MC,0,0,Other,0,0,0,0,0,03:27:21 13-Feb-2022,03:28:01 13-Feb-2022,00:00:40,60,50.0,Unknown,Running,1,1,0,0,20264,NA,MTX-A07,
490,10063,WARNING10063-Testsite_Ion Ionizers are off,SC1_Handler:MC,0,0,Other,0,0,0,0,0,03:27:21 13-Feb-2022,03:28:01 13-Feb-2022,00:00:40,60,50.0,Unknown,Running,1,1,0,0,20264,NA,MTX-A07,
491,10061,WARNING10061-Input_Ion Ionizers are off,SC1_Handler:MC,0,0,Other,0,0,0,0,0,03:27:21 13-Feb-2022,03:28:01 13-Feb-2022,00:00:40,60,50.0,Unknown,Running,1,1,0,0,20264,NA,MTX-A07,
492,12731,WARNING12731-Transition Sensor Blocked; Contactor move prohibited.,SC1_Handler:Ts_Contactor,0,0,Reboot,0,1,0,0,0,03:28:21 13-Feb-2022,16:30:29 15-Feb-2022,61:02:08,118400,50.0,Standby,Diag_Recovery,1,1,0,0,20264,NA,MTX-A07,
493,10062,WARNING10062-Output_Ion Ionizers are off,SC1_Handler:MC,0,0,Reboot,0,1,0,0,0,03:29:41 13-Feb-2022,16:30:29 15-Feb-2022,61:00:48,118320,50.0,Standby,Diag_Recovery,1,1,0,0,20264,NA,MTX-A07,
494,10063,WARNING10063-Testsite_Ion Ionizers are off,SC1_Handler:MC,0,0,Reboot,0,1,0,0,0,03:29:41 13-Feb-2022,16:30:29 15-Feb-2022,61:00:48,118320,50.0,Standby,Diag_Recovery,1,1,0,0,20264,NA,MTX-A07,
495,10061,WARNING10061-Input_Ion Ionizers are off,SC1_Handler:MC,0,0,Reboot,0,1,0,0,0,03:29:41 13-Feb-2022,16:30:29 15-Feb-2022,61:00:48,118320,50.0,Standby,Diag_Recovery,1,1,0,0,20264,NA,MTX-A07,
496,4496,WARNING4496-TCore communications problem.,SC1_Handler:KryoProxy,0,0,Reboot,0,1,0,0,0,16:04:15 15-Feb-2022,16:30:29 15-Feb-2022,00:26:14,1746,50.0,Standby,Diag_Recovery,1,1,0,0,20264,NA,MTX-A07,
497,4392,WARNING4392-Chamber Gear Box is sensing low air Flow.  Shutting down Heaters.,SC1_Handler:TCS,0,0,Reboot,0,1,0,0,0,16:04:19 15-Feb-2022,16:30:29 15-Feb-2022,00:26:10,1742,50.0,Standby,Diag_Recovery,1,1,0,0,20264,NA,MTX-A07,
498,9001,WARNING9001-*Configuration Validation Rule Violation has occurred.,Machine:UI,0,0,Reboot,0,1,0,0,0,16:04:21 15-Feb-2022,16:30:29 15-Feb-2022,00:26:08,1740,50.0,Standby,Diag_Recovery,1,1,0,0,20264,NA,MTX-A07,
499,4386,WARNING4386-Under/Over Temperature Detected in the Chamber.  LN2 now shutoff. You may have to cycle power to recover.,SC1_Handler:TCS,0,0,Reboot,0,1,0,0,0,16:04:26 15-Feb-2022,16:30:29 15-Feb-2022,00:26:03,1735,50.0,Standby,Diag_Recovery,1,1,0,0,20264,NA,MTX-A07,
500,4302,WARNING4302-Left_Input_Shuttle  has invalid configuration data.,SC1_Handler:TCS,0,0,Reboot,0,1,0,0,0,16:04:35 15-Feb-2022,16:30:29 15-Feb-2022,00:25:54,1726,50.0,Standby,Diag_Recovery,1,1,0,0,20264,NA,MTX-A07,
501,4303,WARNING4303-Right_Input_Shuttle  has invalid configuration data.,SC1_Handler:TCS,0,0,Reboot,0,1,0,0,0,16:04:40 15-Feb-2022,16:30:29 15-Feb-2022,00:25:49,1721,50.0,Standby,Diag_Recovery,1,1,0,0,20264,NA,MTX-A07,
502,4336,WARNING4336-Contactor  has invalid configuration data.,SC1_Handler:TCS,0,0,Reboot,0,1,0,0,0,16:04:45 15-Feb-2022,16:30:29 15-Feb-2022,00:25:44,1716,50.0,Standby,Diag_Recovery,1,1,0,0,20264,NA,MTX-A07,
503,9001,WARNING9001-*Configuration Validation Rule Violation has occurred.,Machine:UI,0,0,Other,0,0,0,0,0,16:30:59 15-Feb-2022,16:34:24 15-Feb-2022,00:03:25,142,25.0,Productive,Uninit,1,1,0,0,20264,NA,MTX-A07,
504,10062,WARNING10062-Output_Ion Ionizers are off,SC1_Handler:MC,0,0,Other,0,0,0,0,0,16:32:13 15-Feb-2022,16:33:43 15-Feb-2022,00:01:30,68,25.0,Productive,Uninit,1,1,0,0,20264,NA,MTX-A07,
505,10063,WARNING10063-Testsite_Ion Ionizers are off,SC1_Handler:MC,0,0,Other,0,0,0,0,0,16:32:13 15-Feb-2022,16:33:43 15-Feb-2022,00:01:30,68,25.0,Productive,Uninit,1,1,0,0,20264,NA,MTX-A07,
506,10061,WARNING10061-Input_Ion Ionizers are off,SC1_Handler:MC,0,0,Other,0,0,0,0,0,16:32:13 15-Feb-2022,16:33:44 15-Feb-2022,00:01:31,68,25.0,Productive,Uninit,1,1,0,0,20264,NA,MTX-A07,
507,14104,WARNING14104-Boat Chamber will reach temperature more quickly; if the handler is started.,SC1_Handler:Boat_Xport,0,0,Other,0,0,0,0,0,16:34:04 15-Feb-2022,16:34:35 15-Feb-2022,00:00:31,58,50.0,Productive,Initializing,1,1,0,0,20264,NA,MTX-A07,
508,12731,WARNING12731-Transition Sensor Blocked; Contactor move prohibited.,SC1_Handler:Ts_Contactor,0,Assist,Other,0,0,0,1,0,16:35:02 15-Feb-2022,17:06:13 15-Feb-2022,00:31:11,20022,50.0,Unknown,Initializing,1,1,0,0,20264,5,MTX-A07,
509,10062,WARNING10062-Output_Ion Ionizers are off,SC1_Handler:MC,0,0,Other,0,0,0,0,0,17:05:48 15-Feb-2022,17:06:11 15-Feb-2022,00:00:23,18176,50.0,Unknown,Initializing,1,1,0,0,20264,NA,MTX-A07,
510,10063,WARNING10063-Testsite_Ion Ionizers are off,SC1_Handler:MC,0,0,Other,0,0,0,0,0,17:05:48 15-Feb-2022,17:06:11 15-Feb-2022,00:00:23,18176,50.0,Unknown,Initializing,1,1,0,0,20264,NA,MTX-A07,
511,10061,WARNING10061-Input_Ion Ionizers are off,SC1_Handler:MC,0,0,Other,0,0,0,0,0,17:05:48 15-Feb-2022,17:06:11 15-Feb-2022,00:00:23,18176,50.0,Unknown,Initializing,1,1,0,0,20264,NA,MTX-A07,
512,14104,WARNING14104-Boat Chamber will reach temperature more quickly; if the handler is started.,SC1_Handler:Boat_Xport,0,0,Other,0,0,0,0,0,22:08:44 15-Feb-2022,22:08:55 15-Feb-2022,00:00:11,0,-45.0,Standby,Running,1,1,0,0,20264,NA,MTX-A07,
513,6452,WARNING6452-Partial Input Tray Detected at Input TPS2; Please confirm and Clear; or Retry as required.,SC1_Handler:PnP_Input,0,Assist,Other,0,0,0,0,1,22:54:52 15-Feb-2022,22:55:00 15-Feb-2022,00:00:08,4638,-45.0,Standby,Running,1,1,0,0,20264,5,MTX-A07,
514,6452,WARNING6452-Partial Input Tray Detected at Input TPS2; Please confirm and Clear; or Retry as required.,SC1_Handler:PnP_Input,0,Assist,Other,0,0,0,0,1,00:12:10 16-Feb-2022,00:12:54 16-Feb-2022,00:00:44,1459,-45.0,Standby,Running,1,1,0,0,20642,5,MTX-A07,
515,14104,WARNING14104-Boat Chamber will reach temperature more quickly; if the handler is started.,SC1_Handler:Boat_Xport,0,0,Other,0,0,0,0,0,00:36:29 16-Feb-2022,00:36:56 16-Feb-2022,00:00:27,0,130.0,Standby,Running,1,1,0,0,20650,NA,MTX-A07,
516,4300,WARNING4300-Upper_Chamber  potential non-responsive heater. Check all RTD an,SC1_Handler:TCS,0,Assist,Other,0,0,0,1,0,00:52:44 16-Feb-2022,00:59:17 16-Feb-2022,00:06:33,391,130.0,Standby,Initializing,1,1,0,0,20650,5,MTX-A07,
517,9001,WARNING9001-*Configuration Validation Rule Violation has occurred.,Machine:UI,0,0,Other,0,0,0,0,0,00:52:47 16-Feb-2022,00:59:20 16-Feb-2022,00:06:33,388,130.0,Standby,Initializing,1,1,0,0,20650,NA,MTX-A07,
518,6452,WARNING6452-Partial Input Tray Detected at Input TPS2; Please confirm and Clear; or Retry as required.,SC1_Handler:PnP_Input,0,Assist,Other,0,0,0,0,1,02:21:56 16-Feb-2022,02:22:59 16-Feb-2022,00:01:03,5052,130.0,Standby,Running,1,1,0,0,20650,5,MTX-A07,
519,6452,WARNING6452-Partial Input Tray Detected at Input TPS2; Please confirm and Clear; or Retry as required.,SC1_Handler:PnP_Input,0,Assist,Other,0,0,0,0,1,03:46:08 16-Feb-2022,03:46:14 16-Feb-2022,00:00:06,3026,130.0,Standby,Running,1,1,0,0,20692,5,MTX-A07,
520,6452,WARNING6452-Partial Input Tray Detected at Input TPS2; Please confirm and Clear; or Retry as required.,SC1_Handler:PnP_Input,0,Assist,Other,0,0,0,0,1,04:36:34 16-Feb-2022,04:45:32 16-Feb-2022,00:08:58,3697,130.0,Standby,Running,1,1,0,0,20707,5,MTX-A07,
521,6452,WARNING6452-Partial Input Tray Detected at Input TPS2; Please confirm and Clear; or Retry as required.,SC1_Handler:PnP_Input,0,Assist,Other,0,0,0,0,1,05:38:11 16-Feb-2022,05:38:27 16-Feb-2022,00:00:16,4943,130.0,Standby,Running,1,1,0,0,20722,5,MTX-A07,
522,6452,WARNING6452-Partial Input Tray Detected at Input TPS2; Please confirm and Clear; or Retry as required.,SC1_Handler:PnP_Input,0,Assist,Other,0,0,0,0,1,07:00:34 16-Feb-2022,07:00:57 16-Feb-2022,00:00:23,1911,130.0,Standby,Running,1,1,0,0,20764,5,MTX-A07,
523,12902,WARNING12902-A device is being tested. Do you want to stop? 
 Yes - Stop immediately; test will fail. 
 No - Do not stop.  
 Cancel - Stop after test,SC1_Handler:Ts_Coord,0,0,Reboot,0,1,0,0,0,07:32:25 16-Feb-2022,02:12:10 21-Feb-2022,114:39:45,22112,130.0,Standby,Running,1,1,0,0,20764,NA,MTX-A07,
524,14104,WARNING14104-Boat Chamber will reach temperature more quickly; if the handler is started.,SC1_Handler:Boat_Xport,0,0,Other,0,0,0,0,0,13:38:27 16-Feb-2022,13:56:15 16-Feb-2022,00:17:48,150,-45.0,Standby,Diag_Recovery,1,1,0,0,20764,NA,MTX-A07,
525,10062,WARNING10062-Output_Ion Ionizers are off,SC1_Handler:MC,0,0,Other,0,0,0,0,0,13:42:27 16-Feb-2022,13:42:40 16-Feb-2022,00:00:13,37,-45.0,Standby,Diag_Recovery,1,1,0,0,20764,NA,MTX-A07,
526,10063,WARNING10063-Testsite_Ion Ionizers are off,SC1_Handler:MC,0,0,Other,0,0,0,0,0,13:42:27 16-Feb-2022,13:42:40 16-Feb-2022,00:00:13,37,-45.0,Standby,Diag_Recovery,1,1,0,0,20764,NA,MTX-A07,
527,10061,WARNING10061-Input_Ion Ionizers are off,SC1_Handler:MC,0,0,Other,0,0,0,0,0,13:42:28 16-Feb-2022,13:42:40 16-Feb-2022,00:00:12,36,-45.0,Standby,Diag_Recovery,1,1,0,0,20764,NA,MTX-A07,
528,6452,WARNING6452-Partial Input Tray Detected at Input TPS2; Please confirm and Clear; or Retry as required.,SC1_Handler:PnP_Input,0,0,Other,0,0,0,0,0,14:39:26 16-Feb-2022,14:39:26 16-Feb-2022,00:00:00,18268,-45.0,Productive,Running,1,1,0,0,20764,NA,MTX-A07,
529,14104,WARNING14104-Boat Chamber will reach temperature more quickly; if the handler is started.,SC1_Handler:Boat_Xport,0,0,Other,0,0,0,0,0,19:11:38 16-Feb-2022,19:11:57 16-Feb-2022,00:00:19,1936,-45.0,Productive,Running,1,1,0,0,20764,NA,MTX-A07,
530,9001,WARNING9001-*Configuration Validation Rule Violation has occurred.,Machine:UI,0,0,Other,0,0,0,0,0,19:43:54 16-Feb-2022,20:04:54 16-Feb-2022,00:21:00,1359,25.0,Productive,Initializing,1,1,0,0,20764,NA,MTX-A07,
531,10062,WARNING10062-Output_Ion Ionizers are off,SC1_Handler:MC,0,0,Other,0,0,0,0,0,19:44:26 16-Feb-2022,20:04:38 16-Feb-2022,00:20:12,1327,25.0,Productive,Initializing,1,1,0,0,20764,NA,MTX-A07,
532,10063,WARNING10063-Testsite_Ion Ionizers are off,SC1_Handler:MC,0,0,Other,0,0,0,0,0,19:44:26 16-Feb-2022,20:04:38 16-Feb-2022,00:20:12,1327,25.0,Productive,Initializing,1,1,0,0,20764,NA,MTX-A07,
533,10061,WARNING10061-Input_Ion Ionizers are off,SC1_Handler:MC,0,0,Other,0,0,0,0,0,19:44:27 16-Feb-2022,20:04:38 16-Feb-2022,00:20:11,1326,25.0,Productive,Initializing,1,1,0,0,20764,NA,MTX-A07,
547,10062,WARNING10062-Output_Ion Ionizers are off,SC1_Handler:MC,0,0,Other,0,0,0,0,0,20:11:02 16-Feb-2022,20:14:25 16-Feb-2022,00:03:23,52,50.0,Productive,Initializing,1,1,0,0,20764,NA,MTX-A07,
548,10063,WARNING10063-Testsite_Ion Ionizers are off,SC1_Handler:MC,0,0,Other,0,0,0,0,0,20:11:03 16-Feb-2022,20:14:25 16-Feb-2022,00:03:22,51,50.0,Productive,Initializing,1,1,0,0,20764,NA,MTX-A07,
549,10061,WARNING10061-Input_Ion Ionizers are off,SC1_Handler:MC,0,0,Other,0,0,0,0,0,20:11:03 16-Feb-2022,20:14:26 16-Feb-2022,00:03:23,51,50.0,Productive,Initializing,1,1,0,0,20764,NA,MTX-A07,
553,10062,WARNING10062-Output_Ion Ionizers are off,SC1_Handler:MC,0,0,Other,0,0,0,0,0,20:22:54 16-Feb-2022,20:46:40 16-Feb-2022,00:23:46,2148,50.0,Productive,Initializing,1,1,0,0,20764,NA,MTX-A07,
554,10063,WARNING10063-Testsite_Ion Ionizers are off,SC1_Handler:MC,0,0,Other,0,0,0,0,0,20:22:55 16-Feb-2022,20:46:40 16-Feb-2022,00:23:45,2147,50.0,Productive,Initializing,1,1,0,0,20764,NA,MTX-A07,
555,10061,WARNING10061-Input_Ion Ionizers are off,SC1_Handler:MC,0,0,Other,0,0,0,0,0,20:22:55 16-Feb-2022,20:46:41 16-Feb-2022,00:23:46,2147,50.0,Productive,Initializing,1,1,0,0,20764,NA,MTX-A07,
556,10062,WARNING10062-Output_Ion Ionizers are off,SC1_Handler:MC,0,0,Other,0,0,0,0,0,20:58:42 16-Feb-2022,21:23:19 16-Feb-2022,00:24:37,0,50.0,Productive,Running,1,1,0,0,20764,NA,MTX-A07,
557,10063,WARNING10063-Testsite_Ion Ionizers are off,SC1_Handler:MC,0,0,Other,0,0,0,0,0,20:58:42 16-Feb-2022,21:23:19 16-Feb-2022,00:24:37,1664,50.0,Productive,Running,1,1,0,0,20764,NA,MTX-A07,
558,10061,WARNING10061-Input_Ion Ionizers are off,SC1_Handler:MC,0,0,Other,0,0,0,0,0,20:58:42 16-Feb-2022,21:23:19 16-Feb-2022,00:24:37,1664,50.0,Productive,Running,1,1,0,0,20764,NA,MTX-A07,
559,14104,WARNING14104-Boat Chamber will reach temperature more quickly; if the handler is started.,SC1_Handler:Boat_Xport,0,0,Other,0,0,0,0,0,21:26:26 16-Feb-2022,21:27:31 16-Feb-2022,00:01:05,1553,130.0,Productive,Running,1,1,0,0,20764,NA,MTX-A07,
560,10331,WARNING10331-Remove unknown tray from ATT Head.,SC1_Handler:Tray_Xport,0,0,Other,0,0,0,0,0,21:52:19 16-Feb-2022,22:32:35 16-Feb-2022,00:40:16,2417,130.0,Productive,Initializing,1,1,0,0,20764,NA,MTX-A07,
561,6452,WARNING6452-Partial Input Tray Detected at Input TPS2; Please confirm and Clear; or Retry as required.,SC1_Handler:PnP_Input,0,Assist,Other,0,0,0,0,1,22:50:24 16-Feb-2022,22:50:29 16-Feb-2022,00:00:05,4221,130.0,Productive,Running,1,1,0,0,20764,5,MTX-A07,
562,14104,WARNING14104-Boat Chamber will reach temperature more quickly; if the handler is started.,SC1_Handler:Boat_Xport,0,0,Other,0,0,0,0,0,00:00:45 17-Feb-2022,00:07:28 17-Feb-2022,00:06:43,5336,25.0,Productive,Running,1,1,0,0,21142,NA,MTX-A07,
563,6452,WARNING6452-Partial Input Tray Detected at Input TPS2; Please confirm and Clear; or Retry as required.,SC1_Handler:PnP_Input,0,Assist,Other,0,0,0,0,1,01:29:41 17-Feb-2022,01:35:13 17-Feb-2022,00:05:32,38846,25.0,Productive,Running,1,1,0,0,21142,5,MTX-A07,
564,14104,WARNING14104-Boat Chamber will reach temperature more quickly; if the handler is started.,SC1_Handler:Boat_Xport,0,0,Other,0,0,0,0,0,07:59:56 17-Feb-2022,08:00:00 17-Feb-2022,00:00:04,15431,50.0,Productive,Running,1,1,0,0,21520,NA,MTX-A07,
565,9001,WARNING9001-*Configuration Validation Rule Violation has occurred.,Machine:UI,0,Assist,Other,0,0,0,0,1,12:17:07 17-Feb-2022,14:26:01 17-Feb-2022,02:08:54,7720,25.0,Unknown,Running,1,1,0,0,21520,5,MTX-A07,
566,14104,WARNING14104-Boat Chamber will reach temperature more quickly; if the handler is started.,SC1_Handler:Boat_Xport,0,0,Other,0,0,0,0,0,14:25:47 17-Feb-2022,14:39:25 17-Feb-2022,00:13:38,0,50.0,Unknown,Running,1,1,0,0,21520,NA,MTX-A07,
567,4397,WARNING4397-Non Responsive Zones Detected Right_TS_3B. Closing Main LN2 valve.,SC1_Handler:TCS,0,0,Other,0,0,0,0,0,14:30:08 17-Feb-2022,14:41:23 17-Feb-2022,00:11:15,1,50.0,Unknown,Running,1,1,0,0,21520,NA,MTX-A07,
568,9001,WARNING9001-*Configuration Validation Rule Violation has occurred.,Machine:UI,0,0,Other,0,0,0,0,0,14:39:05 17-Feb-2022,14:39:17 17-Feb-2022,00:00:12,711,25.0,Unknown,Running,1,1,0,0,21520,NA,MTX-A07,
569,14104,WARNING14104-Boat Chamber will reach temperature more quickly; if the handler is started.,SC1_Handler:Boat_Xport,0,0,Other,0,0,0,0,0,14:42:33 17-Feb-2022,14:43:05 17-Feb-2022,00:00:32,503,50.0,Unknown,Initializing,1,1,0,0,21520,NA,MTX-A07,
570,9001,WARNING9001-*Configuration Validation Rule Violation has occurred.,Machine:UI,0,0,Other,0,0,0,0,0,14:42:36 17-Feb-2022,14:42:39 17-Feb-2022,00:00:03,500,25.0,Unknown,Initializing,1,1,0,0,21520,NA,MTX-A07,
571,9001,WARNING9001-*Configuration Validation Rule Violation has occurred.,Machine:UI,0,0,Other,0,0,0,0,0,14:46:08 17-Feb-2022,14:51:18 17-Feb-2022,00:05:10,288,25.0,Unknown,Initializing,1,1,0,0,21520,NA,MTX-A07,
572,14104,WARNING14104-Boat Chamber will reach temperature more quickly; if the handler is started.,SC1_Handler:Boat_Xport,0,0,Other,0,0,0,0,0,14:50:56 17-Feb-2022,14:51:57 17-Feb-2022,00:01:01,2538,25.0,Unknown,Initializing,1,1,0,0,21520,NA,MTX-A07,
573,4393,WARNING4393-Exceeded Cold Heater Duty Cycle Threshold for Left_Input_Shuttle,SC1_Handler:TCS,0,Assist,Other,0,0,0,1,0,14:58:13 17-Feb-2022,15:33:19 17-Feb-2022,00:35:06,2101,25.0,Unknown,Initializing,1,1,0,0,21520,5,MTX-A07,
574,4342,WARNING4342-Upper_Chamber_Cold_Gas  too cold. Check thermal air supply and pressure,SC1_Handler:TCS,0,0,Other,0,0,0,0,0,15:05:18 17-Feb-2022,15:05:26 17-Feb-2022,00:00:08,1676,25.0,Unknown,Running,1,1,0,0,21520,NA,MTX-A07,
575,6452,WARNING6452-Partial Input Tray Detected at Input TPS2; Please confirm and Clear; or Retry as required.,SC1_Handler:PnP_Input,0,0,Other,0,0,0,0,0,15:11:48 17-Feb-2022,15:11:48 17-Feb-2022,00:00:00,1286,25.0,Unknown,Running,1,1,0,0,21520,NA,MTX-A07,
576,9001,WARNING9001-*Configuration Validation Rule Violation has occurred.,Machine:UI,0,0,Other,0,0,0,0,0,15:33:58 17-Feb-2022,15:35:01 17-Feb-2022,00:01:03,19770,25.0,Unknown,Running,1,1,0,0,21520,NA,MTX-A07,
577,14104,WARNING14104-Boat Chamber will reach temperature more quickly; if the handler is started.,SC1_Handler:Boat_Xport,0,0,Other,0,0,0,0,0,15:34:40 17-Feb-2022,15:35:19 17-Feb-2022,00:00:39,19728,25.0,Unknown,Running,1,1,0,0,21520,NA,MTX-A07,
578,4411,WARNING4411-Zone Right_TS_4A is taking too long to reach setpoint.,SC1_Handler:TCS,0,0,Other,0,0,0,0,0,15:35:00 17-Feb-2022,15:35:00 17-Feb-2022,00:00:00,19708,25.0,Unknown,Running,1,1,0,0,21520,NA,MTX-A07,
579,14104,WARNING14104-Boat Chamber will reach temperature more quickly; if the handler is started.,SC1_Handler:Boat_Xport,0,0,Other,0,0,0,0,0,21:03:28 17-Feb-2022,21:06:40 17-Feb-2022,00:03:12,10445,-45.0,Unknown,Running,1,1,0,0,21520,NA,MTX-A07,
580,9001,WARNING9001-*Configuration Validation Rule Violation has occurred.,Machine:UI,0,0,Other,0,0,0,0,0,21:03:31 17-Feb-2022,21:03:35 17-Feb-2022,00:00:04,10442,-45.0,Unknown,Running,1,1,0,0,21520,NA,MTX-A07,
581,4437,WARNING4437-Zone Left_Desoak_Shuttle is taking too long to reach setpoint.,SC1_Handler:TCS,0,0,Other,0,0,0,0,0,21:03:43 17-Feb-2022,21:06:17 17-Feb-2022,00:02:34,10430,-45.0,Unknown,Running,1,1,0,0,21520,NA,MTX-A07,
582,4438,WARNING4438-Zone Right_Desoak_Shuttle is taking too long to reach setpoint.,SC1_Handler:TCS,0,0,Other,0,0,0,0,0,21:03:43 17-Feb-2022,21:06:09 17-Feb-2022,00:02:26,10430,-45.0,Unknown,Running,1,1,0,0,21520,NA,MTX-A07,
583,6452,WARNING6452-Partial Input Tray Detected at Input TPS2; Please confirm and Clear; or Retry as required.,SC1_Handler:PnP_Input,0,Assist,Other,0,0,0,0,1,23:57:33 17-Feb-2022,00:00:04 18-Feb-2022,00:02:31,6964,-45.0,Unknown,Running,1,1,0,0,21725,5,MTX-A07,
584,6452,WARNING6452-Partial Input Tray Detected at Input TPS2; Please confirm and Clear; or Retry as required.,SC1_Handler:PnP_Input,0,Assist,Other,0,0,0,0,1,01:53:37 18-Feb-2022,01:56:20 18-Feb-2022,00:02:43,1098,-45.0,Unknown,Running,1,1,0,0,21896,5,MTX-A07,
585,14104,WARNING14104-Boat Chamber will reach temperature more quickly; if the handler is started.,SC1_Handler:Boat_Xport,0,0,Other,0,0,0,0,0,02:11:55 18-Feb-2022,02:15:06 18-Feb-2022,00:03:11,3628,-45.0,Unknown,Running,1,1,0,0,21910,NA,MTX-A07,
586,6452,WARNING6452-Partial Input Tray Detected at Input TPS2; Please confirm and Clear; or Retry as required.,SC1_Handler:PnP_Input,0,Assist,Other,0,0,0,0,1,03:12:23 18-Feb-2022,03:14:25 18-Feb-2022,00:02:02,69454,130.0,Unknown,Running,1,1,0,0,21910,5,MTX-A07,
587,14104,WARNING14104-Boat Chamber will reach temperature more quickly; if the handler is started.,SC1_Handler:Boat_Xport,0,0,Other,0,0,0,0,0,08:23:16 18-Feb-2022,08:23:22 18-Feb-2022,00:00:06,50801,50.0,Unknown,Running,1,1,0,0,22286,NA,MTX-A07,
588,4347,WARNING4347-Right_Ts_Cold_Gas  too cold. Check thermal air supply and pressure,SC1_Handler:TCS,0,0,Other,0,0,0,0,0,08:34:13 18-Feb-2022,08:34:43 18-Feb-2022,00:00:30,50144,50.0,Unknown,Initializing,1,1,0,0,22286,NA,MTX-A07,
589,4347,WARNING4347-Right_Ts_Cold_Gas  too cold. Check thermal air supply and pressure,SC1_Handler:TCS,0,0,Other,0,0,0,0,0,08:58:40 18-Feb-2022,09:01:35 18-Feb-2022,00:02:55,48677,50.0,Unknown,Running,1,1,0,0,22286,NA,MTX-A07,
590,14104,WARNING14104-Boat Chamber will reach temperature more quickly; if the handler is started.,SC1_Handler:Boat_Xport,0,0,Other,0,0,0,0,0,20:12:50 18-Feb-2022,20:13:08 18-Feb-2022,00:00:18,8227,25.0,Unknown,Running,1,1,0,0,22286,NA,MTX-A07,
591,6452,WARNING6452-Partial Input Tray Detected at Input TPS2; Please confirm and Clear; or Retry as required.,SC1_Handler:PnP_Input,0,Assist,Other,0,0,0,0,1,22:29:57 18-Feb-2022,22:47:27 18-Feb-2022,00:17:30,15939,25.0,Unknown,Running,1,1,0,0,22489,5,MTX-A07,
592,14104,WARNING14104-Boat Chamber will reach temperature more quickly; if the handler is started.,SC1_Handler:Boat_Xport,0,0,Other,0,0,0,0,0,02:02:25 19-Feb-2022,02:09:10 19-Feb-2022,00:06:45,3191,25.0,Unknown,Running,1,1,0,0,22662,NA,MTX-A07,
593,4438,WARNING4438-Zone Right_Desoak_Shuttle is taking too long to reach setpoint.,SC1_Handler:TCS,0,0,Other,0,0,0,0,0,02:02:31 19-Feb-2022,02:02:38 19-Feb-2022,00:00:07,3185,130.0,Unknown,Running,1,1,0,0,22662,NA,MTX-A07,
594,4437,WARNING4437-Zone Left_Desoak_Shuttle is taking too long to reach setpoint.,SC1_Handler:TCS,0,0,Other,0,0,0,0,0,02:02:32 19-Feb-2022,02:02:38 19-Feb-2022,00:00:06,3184,130.0,Unknown,Running,1,1,0,0,22662,NA,MTX-A07,
595,6452,WARNING6452-Partial Input Tray Detected at Input TPS2; Please confirm and Clear; or Retry as required.,SC1_Handler:PnP_Input,0,Assist,Other,0,0,0,0,1,02:55:36 19-Feb-2022,02:59:34 19-Feb-2022,00:03:58,3743,130.0,Productive,Running,1,1,0,0,22662,5,MTX-A07,
596,6452,WARNING6452-Partial Input Tray Detected at Input TPS2; Please confirm and Clear; or Retry as required.,SC1_Handler:PnP_Input,0,Assist,Other,0,0,0,0,1,03:57:58 19-Feb-2022,04:00:40 19-Feb-2022,00:02:42,4499,130.0,Productive,Running,1,1,0,0,22742,5,MTX-A07,
597,14104,WARNING14104-Boat Chamber will reach temperature more quickly; if the handler is started.,SC1_Handler:Boat_Xport,0,0,Other,0,0,0,0,0,05:12:57 19-Feb-2022,05:14:49 19-Feb-2022,00:01:52,0,25.0,Productive,Running,1,1,0,0,22749,NA,MTX-A07,
598,9001,WARNING9001-*Configuration Validation Rule Violation has occurred.,Machine:UI,0,0,Other,0,0,0,0,0,05:12:59 19-Feb-2022,05:13:02 19-Feb-2022,00:00:03,1287,25.0,Productive,Running,1,1,0,0,22749,NA,MTX-A07,
599,4339,WARNING4339-Testsite_Humidity  has received no response on comm line.,SC1_Handler:TCS,0,0,Reboot,0,1,0,0,0,05:34:26 19-Feb-2022,02:12:10 21-Feb-2022,44:37:44,3978,25.0,Unknown,Initializing,1,1,0,0,22749,NA,MTX-A07,
600,6452,WARNING6452-Partial Input Tray Detected at Input TPS2; Please confirm and Clear; or Retry as required.,SC1_Handler:PnP_Input,0,Assist,Other,0,0,0,0,1,06:40:44 19-Feb-2022,06:40:58 19-Feb-2022,00:00:14,460,25.0,Unknown,Running,1,1,0,0,22749,5,MTX-A07,
